T04,International migrants and refugees,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
61,Polynesia,2005,International migrant stock: Both sexes (% total population),11.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2005,International migrant stock: Male (% total Population),12,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2005,International migrant stock: Female (% total Population),10.6,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2010,International migrant stock: Both sexes (number),"72,741",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2010,International migrant stock: Both sexes (% total population),10.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2010,International migrant stock: Male (% total Population),11.5,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2010,International migrant stock: Female (% total Population),10.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2015,International migrant stock: Both sexes (number),"70,001",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2015,International migrant stock: Both sexes (% total population),10.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2015,International migrant stock: Male (% total Population),10.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2015,International migrant stock: Female (% total Population),9.6,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2024,International migrant stock: Both sexes (number),"70,292",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2024,International migrant stock: Both sexes (% total population),10.2,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2024,International migrant stock: Male (% total Population),11,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
61,Polynesia,2024,International migrant stock: Female (% total Population),9.4,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
4,Afghanistan,2005,International migrant stock: Both sexes (number),"87,314",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
4,Afghanistan,2005,International migrant stock: Both sexes (% total population),0.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
4,Afghanistan,2005,International migrant stock: Male (% total Population),0.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
4,Afghanistan,2005,International migrant stock: Female (% total Population),0.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
4,Afghanistan,2005,Total refugees and people in refugee-like situations (number),32,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
4,Afghanistan,2005,"Asylum seekers, including pending cases (number)",14,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
4,Afghanistan,2005,Other of concern to UNHCR (number),"159,551",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
4,Afghanistan,2005,Total population of concern to UNHCR (number),"159,597",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
4,Afghanistan,2010,International migrant stock: Both sexes (number),"102,276",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
4,Afghanistan,2010,International migrant stock: Both sexes (% total population),0.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
